"","X1","plot","mean.height","height.2","mean.height.var","mean.height.rms","transect.length","mode.el","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","mean.peak.vai","deep.gaps","deep.gap.fraction","porosity","std.std","mean.std","rugosity","top.rugosity","plot_1","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index","enl"
"1",1,"ac_103.CSV",12.4732747127144,4.2715921732036,18.2464996941742,13.1613397910905,30,12.8666666666667,5.67383506329393,5.87063606571656,23.236,17.7933333333333,5.74704607446435,2.59319161765913,0,0,0.709722222222222,634.899389063341,17.3687652350806,18.2544620099305,4.90696044222991,"ac_103.CSV",11.5263125423311,6.0965087914666,11.4111165657557,88.5888834342443,23.236,611.233333333333,3.5,0.938043524214597,19.2681958535509
"2",1,"ac_104.CSV",9.64996349222557,4.15245104626432,17.2428496916217,10.4890317998887,50,8.78,8,4.76505134135135,21.434,13.5982,6.95719566645959,3.54908272152259,3,0.06,0.714545454545455,216.086477125648,10.5393598371494,10.24735923781,6.2465636659409,"ac_104.CSV",8.38940803178999,4.33651973387903,9.89040798611112,90.1095920138889,21.434,368.76,4.52,0.941306927937079,17.5750445632799
"3",1,"ac_107.CSV",9.25302150812895,3.55382685135756,12.62968528943,9.89607751521234,40,8.325,5.81471250243296,4.81124484131466,22.47,15.3999,6.45272446721321,2.7791663251499,0,0,0.65,401.059320152784,13.7487400303271,14.5613003447929,4.93695971948272,"ac_107.CSV",7.31511641489302,4.90394733693319,5.90752972258917,94.0924702774108,22.47,473.25,3.325,0.910876471035654,18.2413793103448
"4",1,"bp_98_1.CSV",5.44247910114536,2.17538888455063,4.73231679902645,5.85305469216289,50,4.86,5.04173065445537,2.64196896272458,12.364,7.505,4.01612863963742,1.78949304567478,3,0.06,0.615384615384615,16.261476420641,2.81636376454065,2.88609971525993,3.03306993399259,"bp_98_1.CSV",4.77088936845446,2.38520979257858,29.9777777777778,70.0222222222222,12.364,450.12,3.22,0.881299418286476,9.75343320848939
"5",1,"bp_98_2.CSV",6.02962535425647,1.6320482158191,2.66358137875832,6.24126379485612,40,5.725,6.06777346118339,2.23018338903283,12.701,8.24855,5.18898902096379,2.2345368211336,1,0.025,0.551785714285714,10.2075551691221,2.48331827208387,2.01014564861766,2.45069147698861,"bp_98_2.CSV",5.21642981413105,1.92507202788806,14.5005083204024,85.4994916795976,12.701,467.35,2.6,0.701883715029696,9.01688850722771
"6",1,"bs_40_e.CSV",10.3605378057007,4.19370048256421,17.5871237374593,11.1574275380742,40,7.775,6.08883599366852,6.35483865719456,25.78,18.887875,6.81602566957755,2.74683282403206,0,0,0.661111111111111,2247.8478998097,37.1642065230932,29.4392536134763,6.82035476627283,"bs_40_e.CSV",7.23863611639924,6.41031932697448,3.67284920884418,96.3271507911558,25.78,477.275,4.8,0.858452125419489,18.9310344827586
"7",1,"bs_40f.CSV",14.1777569254477,6.0344301340639,36.4143470428984,15.3789720008818,40,13.05,7.75923034353936,8.01904783656565,30.644,22.40785,7.09464067220526,2.71595613365254,0,0,0.64296875,1878.37562548289,31.7197850996115,29.5335547931054,7.81216506826668,"bs_40f.CSV",10.4085946163765,7.90222322582186,2.64162787048177,97.3583721295182,30.644,478.05,6.425,0.944817690141892,27.3183780248528
"8",1,"bs_40x.CSV",14.3769740586659,4.09872230243098,16.7995245124451,14.9357597558071,40,13.425,6.97650047486712,6.76676455657374,30.023,21.62,7.23357149140908,2.51141886766545,0,0,0.636290322580645,836.216510878234,22.1235026082169,18.621684757896,3.843261008504,"bs_40x.CSV",11.0498173380826,5.74814147977409,1.69650342752873,98.3034965724713,30.023,507.05,3.4,0.890219029502427,23.232552826956
"9",1,"bs_42a.CSV",12.8839499221972,6.37580374696518,40.6508734198152,14.3398314907116,40,12.275,6.74037634304741,7.90646441130165,25.407,18.142275,6.51691001077202,3.04619320485854,0,0,0.700961538461538,878.665926737146,20.0495479180524,21.8330381536529,7.2936069582133,"bs_42a.CSV",10.5641423607399,7.69974544991404,5.76797138683189,94.2320286131681,25.407,496.4,4.9,0.954840321842673,22.087462891071
"10",1,"bs_42b.CSV",13.1711941945074,7.67577955449499,58.9175917692033,15.1962169135742,40,10.95,5.99248851839843,9.44335338091946,26.84,20.6878,5.79914113322102,2.42738284690074,0,0,0.692857142857143,2047.40756757067,29.6727886155682,34.1604037351212,7.8922398764018,"bs_42b.CSV",11.6149755531662,9.19621912082611,7.65572742474916,92.3442725752508,26.84,478.525,5.15,0.859947500468977,18.8013981569749
