2.040,71
1.987,70
2.020,74
1.994,74
2.046,74
2.052,78
2.050,77
2.076,77
2.050,77
2.057,79
2.088,80
2.042,81
2.104,78
2.104,78
2.005,79
2.098,74
1.998,77
2.046,74
2.020,74
1.991,73
2.018,73
2.011,69
1.988,71
2.034,66
1.985,69
1.983,67
2.008,66
2.035,67
1.982,66
2.009,67
1.960,69
2.009,67
2.036,68
1.984,68
1.987,70
1.982,66
1.987,70
2.036,68
2.010,68
1.983,67
1.988,71
2.040,71
1.991,73
2.047,75
2.043,72
2.093,71
2.076,77
2.047,75
2.049,76
2.046,74
2.052,78
2.099,75
2.000,78
1.995,75
2.102,77
2.023,76
2.099,75
2.031,79
2.072,74
2.021,75
2.044,73
2.043,72
2.049,76
2.021,75
2.021,75
2.052,78
2.018,73
2.044,73
1.997,76
2.049,76
2.050,77
2.072,74
1.998,77
1.997,76
2.073,75
2.073,75
2.047,75
2.062,80
2.050,77
2.057,79
2.024,77
2.073,75
2.047,75
2.057,79
2.031,79
2.050,77
2.021,75
2.109,79
2.000,78
2.026,78
2.052,78
2.104,78
2.120,81
2.034,85
2.094,81
2.117,86
2.026,83
2.021,82
3.881,78
4.024,75
4.117,71
4.261,68
4.345,75
4.341,72
4.317,72
4.271,75
4.172,74
4.071,73
3.966,69
3.897,72
3.875,74
3.821,71
3.824,73
3.851,74
3.820,70
3.848,72
3.823,72
3.823,72
3.820,70
3.818,69
3.799,73
3.820,70
3.820,70
3.793,69
3.820,70
3.821,71
3.848,72
3.815,65
3.775,73
3.815,65
3.816,67
3.816,67
3.767,67
3.818,69
3.820,70
3.768,68
3.867,69
3.818,69
3.769,69
3.774,72
3.769,69
3.772,71
3.791,67
3.790,65
3.792,68
3.790,64
3.792,68
3.793,69
3.817,68
3.791,67
3.817,68
3.818,69
3.766,65
3.823,72
3.767,67
3.768,68
3.820,70
3.790,65
3.767,67
3.816,67
3.815,66
3.766,61
3.790,61
3.766,62
3.789,59
3.790,64
3.789,58
3.815,63
3.815,62
3.815,60
3.789,59
3.815,65
3.864,65
3.815,65
3.790,62
3.815,63
3.789,57
3.740,57
3.716,61
3.741,62
3.716,63
3.716,62
3.741,66
3.718,68
3.717,67
3.742,67
3.716,65
3.742,67
3.716,66
3.721,70
3.768,68
3.772,71
3.768,68
3.718,68
3.721,70
3.719,69
3.725,73
3.731,77
3.777,74
3.969,71
4.063,67
4.111,65
4.087,62
4.087,61
4.161,61
4.161,63
4.187,68
4.262,69
4.314,70
4.265,71
4.212,68
4.164,69
4.112,67
4.114,69
4.089,68
4.092,70
4.090,69
4.063,67
4.062,65
4.087,63
4.062,66
4.063,67
4.064,68
4.062,64
4.111,66
4.111,65
4.161,62
4.161,65
4.211,67
4.270,74
4.243,72
4.244,73
4.262,69
4.240,70
4.262,69
4.241,71
4.265,71
4.261,68
4.289,70
4.316,81
4.329,89
4.367,87
4.366,91
7.435,97
7.439,104
7.456,102
9.303,93
9.271,92
9.345,97
7.535,103
7.511,110
7.471,106
7.464,98
7.350,80
7.308,74
7.234,75
7.261,76
7.250,69
7.300,69
7.302,70
7.354,71
7.303,71
7.325,69
7.275,69
7.305,72
7.331,73
7.306,73
7.309,75
7.339,78
7.312,77
7.319,79
5.449,90
5.331,91
5.343,93
5.180,81
5.185,82
5.160,82
5.115,78
5.184,74
5.353,71
5.531,73
5.556,73
5.552,70
5.502,70
5.502,70
5.503,71
5.553,71
5.528,71
5.503,71
5.497,66
5.499,68
5.527,70
5.552,70
5.498,67
5.497,64
5.448,67
5.307,73
5.212,76
5.198,85
5.281,91
5.230,81
7.349,67
7.303,71
7.330,72
7.351,69
7.506,73
7.509,75
7.323,67
7.275,69
7.359,74
7.694,89
11.830,84
4.419,75
4.452,93
4.383,85
4.317,72
4.235,63
4.264,70
4.273,76
4.246,74
4.267,72
4.267,72
4.241,71
4.247,75
4.238,69
4.211,67
4.161,60
4.109,46
12.308,85
10.134,99
10.030,83
10.055,83
10.134,89
10.109,89
10.100,82
10.067,86
10.021,87
8.955,85
8.854,85
8.841,75
8.715,75
8.771,78
8.642,76
8.666,75
8.687,72
8.562,73
8.385,73
8.181,71
8.104,70
8.158,72
8.211,74
1.879,49
1.981,54
1.956,58
1.829,56
1.956,59
1.906,62
1.880,58
1.830,63
1.881,61
1.931,62
1.855,61
1.906,63
1.881,61
1.881,63
1.881,63
1.830,65
1.855,66
1.931,63
1.830,66
1.882,67
1.906,66
1.932,67
1.856,67
1.911,70
5.148,85
5.169,89
5.194,89
5.175,90
5.251,95
5.193,93
5.201,95
5.194,89
5.163,88
5.250,90
5.207,87
5.207,87
5.175,80
8.056,81
8.174,94
8.233,102
8.263,110
8.263,110
8.303,107
8.183,102
8.195,93
5.418,89
5.331,91
5.287,92
5.272,94
5.250,90
5.256,91
5.231,91
5.225,90
5.301,95
5.319,99
5.269,99
5.264,98
8.076,90
8.141,104
8.155,101
8.149,94
8.021,79
7.998,65
8.026,68
8.004,71
8.033,73
8.004,71
7.973,64
8.010,75
8.033,87
11.870,74
5.988,78
5.983,75
5.975,86
6.041,89
9.139,91
9.052,89
11.751,83
4.306,45
4.259,60
4.259,64
4.270,74
4.216,71
4.212,68
4.241,71
4.285,67
4.309,64
4.308,59
4.259,66
4.310,67
4.286,80
4.292,72
4.258,57
12.698,83
12.818,75
13.017,74
9.046,88
9.017,97
8.984,86
9.001,89
9.020,88
9.105,94
9.102,89
12.137,86
12.055,79
12.024,77
12.021,75
-99999999
12.011,80
9.449,88
9.139,91
9.252,93
9.190,91
9.149,83
8.952,79
9.063,81
9.110,86
9.090,87
9.172,88
11.548,76
11.623,76
11.668,73
11.618,73
11.667,72
9.272,77
9.300,83
9.426,78
9.439,70
9.288,70
9.319,74
9.215,91
9.458,94
9.518,87
9.027,89
8.856,90
8.800,89
8.757,86
8.775,89
8.844,88
8.775,84
8.618,88
8.669,88
8.757,95
8.510,96
8.416,92
8.310,87
8.330,86
8.301,85
8.301,85
4.238,69
4.259,63
4.233,52
4.233,52
4.208,51
4.234,53
4.209,59
4.259,60
4.210,60
4.235,64
4.210,64
4.216,71
4.256,79
4.242,81
4.276,83
4.259,85
4.252,83
4.263,86
4.268,87
4.274,88
4.259,85
4.259,85
4.259,85
4.242,81
4.247,82
4.252,78
4.224,76
4.225,77
4.225,77
4.276,78
4.274,77
4.311,80
4.326,83
4.296,82
4.291,81
4.276,78
4.326,83
4.276,78
4.281,79
4.271,75
4.270,74
4.241,71
4.270,74
4.221,74
4.270,74
4.219,73
4.222,75
4.221,74
4.249,76
4.247,75
4.218,72
4.250,77
4.218,72
4.270,74
4.280,84
4.318,87
4.342,87
4.324,88
4.313,86
4.261,80
4.213,69
4.161,62
4.207,45
4.183,48
4.233,51
4.210,66
4.236,67
4.210,66
4.284,65
4.234,57
4.257,52
4.256,42
4.207,44
4.235,35
4.168,26
11.942,96
12.041,96
12.103,93
12.099,98
12.038,101
11.971,97
11.625,98
11.637,95
11.598,92
11.599,88
11.621,82
11.571,75
11.537,69
13.777,64
13.736,73
13.736,73
13.754,80
13.764,82
13.720,83
13.736,91
8.354,95
8.401,94
8.347,89
8.330,86
8.346,93
8.321,93
8.272,89
8.242,83
8.207,81
8.183,72
8.186,74
8.205,70
8.203,69
8.202,68
8.200,62
