stand,plot,species,dbh_cm_18
RPL48,RPL11,ACRU,6.3
RPL48,RPL11,ACRU,5.3
RPL48,RPL11,ACRU,6.2
RPL48,RPL11,ACRU,5
RPL48,RPL11,ACRU,6
RPL48,RPL11,QURU,7
RPL48,RPL11,PIRE,33
RPL48,RPL11,PIRE,33.5
RPL48,RPL11,PIRE,30.3
RPL48,RPL12,PIRE,31
RPL48,RPL12,ACRU,8.3
RPL48,RPL12,ACRU,7.5
RPL48,RPL12,ACRU,6.2
RPL48,RPL12,PIRE,25.3
RPL48,RPL12,PIRE,25.8
RPL48,RPL12,PIRE,19.2
RPL48,RPL12,PIRE,26.1
RPL48,RPL12,PIRE,23.9
RPL48,RPL12,PIRE,17.3
RPL48,RPL12,PIRE,22.3
RPL48,RPL12,PIRE,25.3
RPL48,RPL12,PIRE,16.3
RPL48,RPL12,PIRE,21.4
RPL48,RPL12,PIRE,10.7
RPL48,RPL12,QURU,6.4
RPL48,RPL12,PIRE,19
RPL48,RPL12,PIRE,25
RPL48,RPL12,PIRE,27.4
RPL48,RPL12,PIRE,27.2
RPL48,RPL12,PIRE,14.1
RPL48,RPL12,QURU,7.2
RPL48,RPL12,PIRE,20.9
RPL48,RPL12,PIRE,26.2
RPL48,RPL12,PIRE,18
RPL48,RPL12,PIRE,21.1
RPL48,RPL12,QURU,9.5
RPL48,RPL12,PIRE,25.5
RPL48,RPL12,PIRE,21.3
RPL48,RPL12,QURU,10.2
RPL48,RPL12,PIRE,25.1
RPL48,RPL12,QURU,5.1
RPL48,RPL12,PIRE,25.6
RPL48,RPL12,QURU,5.2
RPL48,RPL12,PIRE,25.1
RPL48,RPL12,PIRE,20
RPL48,RPL12,PIRE,18.3
RPL48,RPL12,ACRU,5.4
RPL48,RPL12,ACRU,6
RPL48,RPL12,PIRE,25.7
RPL48,RPL12,PIRE,14
RPL48,RPL12,PIRE,27.3
RPL48,RPL12,QURU,6.7
RPL48,RPL12,PIRE,14.4
RPL48,RPL12,PIRE,24.7
RPL48,RPL12,PIRE,21.6
RPL48,RPL12,PIRE,10.4
RPL48,RPL12,PIRE,34.5
RPL48,RPL12,PIRE,26.9
RPL48,RPL12,QURU,6.1
RPL48,RPL12,QURU,5.3
RPL48,RPL12,PIRE,24
RPL48,RPL12,PIRE,30.8
RPL48,RPL12,PIRE,31.4
RPL48,RPL12,QURU,6.7
RPL48,RPL12,PIRE,25
RPL48,RPL12,PIRE,23.9
RPL48,RPL12,PIRE,22.6
RPL48,RPL12,PIRE,19.6
RPL48,RPL12,PIRE,31.6
RPL48,RPL12,PIRE,24.4
RPL48,RPL12,PIRE,23.4
RPL48,RPL12,PIRE,25.9
RPL48,RPL12,PIRE,20.7
RPL48,RPL12,PIRE,24.8
RPL48,RPL12,PIRE,17.6
RPL48,RPL12,PIRE,28.7
RPL48,RPL12,PIRE,19.3
RPL48,RPL12,PIRE,35.5
RPL48,RPL12,PIRE,27.8
RPL48,RPL12,QURU,6.4
RPL48,RPL12,QURU,7.2
RPL48,RPL12,PIRE,29
RPL48,RPL12,PIRE,23.5
RPL48,RPL12,PIRE,19.1
RPL48,RPL12,PIRE,22.5
RPL48,RPL12,PIRE,19.1
RPL48,RPL12,PIRE,22.5
RPL48,RPL12,PIRE,24.1
RPL48,RPL12,PIRE,21.3
RPL48,RPL12,PIRE,21.1
RPL48,RPL12,PIRE,25.4
RPL48,RPL12,PIRE,20.7
RPL48,RPL12,ACRU,6.6
RPL48,RPL12,QURU,34.8
RPL48,RPL12,QURU,33.5
RPL48,RPL12,QURU,32.5
RPL48,RPL12,QURU,36.2
RPL48,RPL12,PIRE,13.6
RPL48,RPL12,PIRE,18.4
RPL48,RPL12,PIRE,24.7
RPL48,RPL12,PIRE,32.3
RPL48,RPL12,PIRE,22.2
RPL48,RPL12,PIRE,16.8
RPL48,RPL12,PIRE,25
RPL48,RPL12,PIRE,18.3
RPL48,RPL12,PIRE,24.4
RPL48,RPL12,PIRE,19.5
RPL48,RPL12,PIRE,14
RPL48,RPL12,PIRE,27.8
RPL48,RPL12,PIRE,24.9
RPL48,RPL12,PIRE,18.7
RPL48,RPL12,PIRE,22.1
RPL48,RPL12,PIRE,27.2
RPL48,RPL12,PIRE,24.1
RPL48,RPL12,PIRE,25.2
RPL48,RPL12,PIRE,22.5
RPL48,RPL12,PIRE,33
RPL48,RPL12,PIRE,26.5
RPL48,RPL12,PIRE,27
RPL48,RPL12,BEPA,5.8
RPL48,RPL12,PIRE,27
RPL48,RPL12,PIRE,25.3
RPL48,RPL12,ACRU,5.4
RPL48,RPL12,ACRU,13.9
RPL48,RPL12,ACRU,22
RPL48,RPL12,ACRU,7.5
RPL48,RPL12,ACRU,5.7
RPL48,RPL12,ACRU,5.9
RPL48,RPL12,ACRU,7.5
RPL48,RPL12,PIRE,32.2
RPL48,RPL12,ACRU,7
RPL48,RPL12,PIRE,12.3
RPL48,RPL12,PIRE,30.2
RPL48,RPL12,PIRE,22.3
RPL48,RPL12,QURU,6
RPL48,RPL12,PIRE,27.5
RPL48,RPL12,PIRE,27.6
RPL48,RPL12,PIRE,15.4
RPL48,RPL12,PIRE,25.6
RPL48,RPL12,PIRE,29.4
RPL48,RPL12,PIRE,34.5
RPL53,RPL07,PIRE,27.7
RPL53,RPL07,PIRE,8
RPL53,RPL07,PIRE,23
RPL53,RPL07,PIRE,17.2
RPL53,RPL07,PIRE,27.7
RPL53,RPL07,PIRE,26.3
RPL53,RPL07,PIRE,25.4
RPL53,RPL07,PIRE,33.9
RPL53,RPL07,PIRE,9.9
RPL53,RPL07,PIRE,8.5
RPL53,RPL07,PIRE,22.9
RPL53,RPL07,PIRE,29.1
RPL53,RPL07,PIRE,25.7
RPL53,RPL07,PIRE,30
RPL53,RPL07,PIRE,27.8
RPL53,RPL07,PIRE,25.8
RPL53,RPL07,PIRE,25.2
RPL53,RPL07,PIRE,23.2
RPL53,RPL07,PIRE,20.9
RPL53,RPL07,PIRE,30.7
RPL53,RPL07,PIRE,27
RPL53,RPL07,PIRE,25
RPL53,RPL07,PIRE,26.1
RPL53,RPL07,PIRE,21.1
RPL53,RPL07,PIRE,30.5
RPL53,RPL07,PIRE,21
RPL53,RPL07,PIRE,6.8
RPL53,RPL07,PIRE,29.4
RPL53,RPL07,PIRE,25.3
RPL53,RPL07,PIRE,27.6
RPL53,RPL07,PIRE,14.4
RPL53,RPL07,PIRE,26.4
RPL53,RPL07,PIRE,15.2
RPL53,RPL07,PIRE,24.4
RPL53,RPL07,PIRE,26.6
RPL53,RPL07,PIRE,24.4
RPL53,RPL07,PIRE,22
RPL53,RPL07,PIRE,20.1
RPL53,RPL07,PIRE,7.8
RPL53,RPL07,PIRE,31.7
RPL53,RPL07,PIRE,25
RPL53,RPL07,PIRE,23
RPL53,RPL07,PIRE,28.1
RPL53,RPL07,PIRE,22.2
RPL53,RPL07,PIRE,22.8
RPL53,RPL07,PIRE,19.1
RPL53,RPL07,PIRE,24.3
RPL53,RPL07,PIRE,19.7
RPL53,RPL07,PIRE,25.8
RPL53,RPL07,PIRE,27.9
RPL53,RPL07,PIRE,25.4
RPL53,RPL07,PIRE,23
RPL53,RPL07,PIRE,22.2
RPL53,RPL07,PIRE,15.4
RPL53,RPL07,PIRE,20.2
RPL53,RPL07,PIRE,25.2
RPL53,RPL07,PIRE,26.5
RPL53,RPL07,PIRE,26.4
RPL53,RPL07,PIRE,20.7
RPL53,RPL07,PIRE,9.6
RPL53,RPL07,PIRE,20.4
RPL53,RPL07,PIRE,29.6
RPL53,RPL07,PIRE,23
RPL53,RPL07,PIRE,23.7
RPL53,RPL07,PIRE,22.5
RPL53,RPL07,PIRE,21.9
RPL53,RPL07,PIRE,24.2
RPL53,RPL07,PIRE,23.3
RPL53,RPL07,PIRE,23.2
RPL53,RPL07,PIRE,21.1
RPL53,RPL07,PIRE,22.1
RPL53,RPL07,PIRE,22.6
RPL53,RPL07,PIRE,23.2
RPL53,RPL07,PIRE,20.2
RPL53,RPL07,PIRE,24.5
RPL53,RPL07,PIRE,25.4
RPL53,RPL07,PIRE,18.5
RPL53,RPL07,PIRE,22.5
RPL53,RPL07,PIRE,24.5
RPL53,RPL07,PIRE,23.5
RPL53,RPL07,PIRE,29
RPL53,RPL07,PIRE,27.3
RPL53,RPL07,PIRE,23.1
RPL53,RPL07,PIRE,26.1
RPL53,RPL07,PIRE,21.9
RPL53,RPL07,PIRE,25.1
RPL53,RPL07,PIRE,21.2
RPL53,RPL07,PIRE,27.2
RPL53,RPL07,PIRE,25.2
RPL53,RPL07,PIRE,23.1
RPL53,RPL07,PIRE,27.2
RPL53,RPL07,PIRE,23.5
RPL53,RPL07,PIRE,24.9
RPL53,RPL07,PIRE,20.2
RPL53,RPL07,PIRE,26.3
RPL53,RPL07,PIRE,26
RPL53,RPL07,PIRE,25.6
RPL53,RPL07,PIRE,21.5
RPL53,RPL07,PIRE,22.4
RPL53,RPL07,PIRE,26.2
RPL53,RPL07,PIRE,24.4
RPL53,RPL07,PIRE,29
RPL53,RPL07,PIRE,25.4
RPL53,RPL07,PIRE,29.2
RPL53,RPL07,PIRE,22.5
RPL53,RPL07,PIRE,25.3
RPL53,RPL07,PIRE,32.5
RPL53,RPL07,PIRE,27.3
RPL53,RPL07,PIRE,9.2
RPL53,RPL07,PIRE,23.5
RPL53,RPL08,PIRE,24.9
RPL53,RPL08,PIRE,17.6
RPL53,RPL08,PIRE,30.1
RPL53,RPL08,PIRE,27
RPL53,RPL08,PIRE,26.2
RPL53,RPL08,PIRE,29.4
RPL53,RPL08,PIRE,26.7
RPL53,RPL08,PIRE,25.5
RPL53,RPL08,PIRE,29.7
RPL53,RPL08,PIRE,22.5
RPL53,RPL08,PIRE,28
RPL53,RPL08,PIRE,23.4
RPL53,RPL08,PIRE,23.1
RPL53,RPL08,PIRE,23.3
RPL53,RPL08,PIRE,18.6
RPL53,RPL08,PIRE,28.7
RPL53,RPL08,PIRE,23
RPL53,RPL08,PIRE,18.1
RPL53,RPL08,PIRE,28.2
RPL53,RPL08,PIRE,27
RPL53,RPL08,PIRE,26.4
RPL53,RPL08,PIRE,23.3
RPL53,RPL08,PIRE,25
RPL53,RPL08,PIRE,22.8
RPL53,RPL08,PIRE,26.5
RPL53,RPL08,PIRE,28.4
RPL53,RPL08,PIRE,26.7
RPL53,RPL08,PIRE,23
RPL53,RPL08,PIRE,28.8
RPL53,RPL08,PIRE,26.6
RPL53,RPL08,PIRE,26.1
RPL53,RPL08,PIRE,18.6
RPL53,RPL08,PIRE,21.9
RPL53,RPL08,PIRE,24.8
RPL53,RPL08,PIRE,26.1
RPL53,RPL08,PIRE,25.4
RPL53,RPL08,PIRE,24.2
RPL53,RPL08,PIRE,24.1
RPL53,RPL08,PIRE,19.4
RPL53,RPL08,PIRE,24.3
RPL53,RPL08,PIRE,22.2
RPL53,RPL08,PIRE,20.6
RPL53,RPL08,PIRE,26.3
RPL53,RPL08,PIRE,22.8
RPL53,RPL08,PIRE,21.4
RPL53,RPL08,PIRE,18
RPL53,RPL08,PIRE,20.7
RPL53,RPL08,PIRE,28
RPL53,RPL08,PIRE,24.9
RPL53,RPL08,PIRE,25.4
RPL53,RPL08,PIRE,29.9
RPL53,RPL08,PIRE,22.7
RPL53,RPL08,PIRE,27.4
RPL53,RPL08,PIRE,6.3
RPL53,RPL08,PIRE,22
RPL53,RPL08,PIRE,26.7
RPL53,RPL08,PIRE,26.7
RPL53,RPL08,PIRE,26.2
RPL53,RPL08,PIRE,30.8
RPL53,RPL08,PIRE,19.5
RPL53,RPL08,PIRE,19.8
RPL53,RPL08,PIRE,27.5
RPL53,RPL08,PIRE,28.2
RPL53,RPL08,PIRE,30.9
RPL53,RPL08,PIRE,23.3
RPL53,RPL08,PIRE,27.2
RPL53,RPL08,PIRE,21.9
RPL53,RPL08,PIRE,23
RPL53,RPL08,PIRE,25.1
RPL53,RPL08,PIRE,25.2
RPL53,RPL08,PIRE,25.2
RPL53,RPL08,PIRE,26.7
RPL53,RPL08,PIRE,19.5
RPL53,RPL08,PIRE,24
RPL53,RPL08,PIRE,19.7
RPL53,RPL08,PIRE,23.4
RPL53,RPL08,PIRE,28.6
RPL53,RPL08,PIRE,17.2
RPL53,RPL08,PIRE,23.5
RPL53,RPL08,PIRE,22.6
RPL53,RPL08,PIRE,28.5
RPL53,RPL08,PIRE,27.2
RPL53,RPL08,PIRE,30
RPL53,RPL08,PIRE,25.2
RPL53,RPL08,PIRE,27.4
RPL53,RPL08,PIRE,21.6
RPL53,RPL08,PIRE,10.5
RPL53,RPL08,PIRE,26.5
RPL53,RPL08,PIRE,23.9
RPL53,RPL08,PIRE,27.6
RPL53,RPL08,PIRE,27
RPL53,RPL08,PIRE,30
RPL53,RPL08,PIRE,24.8
RPL53,RPL08,PIRE,23.2
RPL53,RPL08,PIRE,28.5
RPL53,RPL08,PIRE,26.9
RPL53,RPL08,PIRE,27.9
RPL53,RPL08,PIRE,20.6
RPL53,RPL08,PIRE,26
RPL53,RPL08,PIRE,32.9
RPL53,RPL09,PIRE,27.1
RPL53,RPL09,PIRE,24.1
RPL53,RPL09,PIRE,27.6
RPL53,RPL09,PIRE,27.2
RPL53,RPL09,PIRE,23.2
RPL53,RPL09,PIRE,30.7
RPL53,RPL09,PIRE,22.8
RPL53,RPL09,PIRE,24.3
RPL53,RPL09,PIRE,20
RPL53,RPL09,PIRE,24.2
RPL53,RPL09,PIRE,24.5
RPL53,RPL09,PIRE,29
RPL53,RPL09,PIRE,12.7
RPL53,RPL09,PIRE,24.6
RPL53,RPL09,PIRE,23.9
RPL53,RPL09,PIRE,23
RPL53,RPL09,PIRE,22.4
RPL53,RPL09,PIRE,22
RPL53,RPL09,PIRE,26.9
RPL53,RPL09,PIRE,19.8
RPL53,RPL09,PIRE,25.1
RPL53,RPL09,PIRE,24.9
RPL53,RPL09,PIRE,24.2
RPL53,RPL09,PIRE,26
RPL53,RPL09,PIRE,27.2
RPL53,RPL09,PIRE,24.5
RPL53,RPL09,PIRE,25.5
RPL53,RPL09,PIRE,22.4
RPL53,RPL09,PIRE,22.1
RPL53,RPL09,PIRE,27.7
RPL53,RPL09,PIRE,18.9
RPL53,RPL09,PIRE,20.3
RPL53,RPL09,PIRE,28.3
RPL53,RPL09,PIRE,26.7
RPL53,RPL09,PIRE,21.5
RPL53,RPL09,PIRE,21.2
RPL53,RPL09,PIRE,24.2
RPL53,RPL09,PIRE,24
RPL53,RPL09,PIRE,19
RPL53,RPL09,PIRE,22.2
RPL53,RPL09,PIRE,23
RPL53,RPL09,PIRE,26
RPL53,RPL09,PIRE,26.5
RPL53,RPL09,PIRE,21.6
RPL53,RPL09,PIRE,27.9
RPL53,RPL09,PIRE,24.8
RPL53,RPL09,PIRE,23.3
RPL53,RPL09,PIRE,22
RPL53,RPL09,PIRE,27.9
RPL53,RPL09,PIRE,29
RPL53,RPL09,PIRE,23.5
RPL53,RPL09,PIRE,22.9
RPL53,RPL09,PIRE,24.3
RPL53,RPL09,PIRE,23
RPL53,RPL09,PIRE,25.5
RPL53,RPL09,PIRE,17
RPL53,RPL09,PIRE,24.6
RPL53,RPL09,BEPA,6
RPL53,RPL09,BEPA,5.6
RPL53,RPL09,PIRE,25.5
RPL53,RPL09,PIRE,25.8
RPL53,RPL09,PIRE,22.7
RPL53,RPL09,PIRE,22.9
RPL53,RPL09,PIRE,29.6
RPL53,RPL09,PIRE,23.5
RPL53,RPL09,PIRE,26.7
RPL53,RPL09,PIRE,26
RPL53,RPL09,PIRE,24.7
RPL53,RPL09,PIRE,20.2
RPL53,RPL09,PIRE,25.3
RPL53,RPL09,PIRE,23.2
RPL53,RPL09,PIRE,25.6
RPL53,RPL09,PIRE,9.5
RPL53,RPL09,PIRE,23
RPL53,RPL09,PIRE,26.5
RPL53,RPL09,PIRE,22.3
RPL53,RPL09,PIRE,28.1
RPL53,RPL09,PIRE,26.2
RPL53,RPL09,PIRE,28.3
RPL53,RPL09,PIRE,28.1
RPL53,RPL09,PIRE,31.1
RPL53,RPL09,PIRE,26.4
RPL53,RPL09,PIRE,29.2
RPL53,RPL09,PIRE,27.3
RPL53,RPL09,PIRE,25.3
RPL53,RPL09,PIRE,29.5
RPL53,RPL09,PIRE,25.4
RPL53,RPL09,PIRE,25
RPL53,RPL09,PIRE,27.5
RPL53,RPL09,PIRE,30.8
RPL53,RPL09,PIRE,22.3
RPL53,RPL09,PIRE,27.2
RPL53,RPL09,PIRE,25.4
RPL53,RPL09,PIRE,24.8
RPL53,RPL09,PIRE,27
RPL53,RPL09,PIRE,24.5
RPL53,RPL09,PIRE,25.8
RPL53,RPL09,PIRE,24.4
RPL53,RPL09,PIRE,22.3
RPL53,RPL09,PIRE,21.9
RPL53,RPL09,PIRE,26.2
RPL58,RPL04,PIRE,20
RPL58,RPL04,PIRE,24.7
RPL58,RPL04,PIRE,18.8
RPL58,RPL04,PIRE,23.2
RPL58,RPL04,PIRE,28.5
RPL58,RPL04,PIRE,21.2
RPL58,RPL04,PIRE,27.9
RPL58,RPL04,PIRE,18.2
RPL58,RPL04,PIRE,16
RPL58,RPL04,PIRE,24
RPL58,RPL04,PIRE,16.3
RPL58,RPL04,PIRE,18
RPL58,RPL04,PIRE,25
RPL58,RPL04,PIRE,24.4
RPL58,RPL04,PIRE,15.6
RPL58,RPL04,PIRE,26
RPL58,RPL04,PIRE,23.2
RPL58,RPL04,PIRE,21.4
RPL58,RPL04,PIRE,22.4
RPL58,RPL04,PIRE,15.4
RPL58,RPL04,PIRE,18.7
RPL58,RPL04,PIRE,24.5
RPL58,RPL04,PIRE,18.9
RPL58,RPL04,PIRE,18.7
RPL58,RPL04,PIRE,7.9
RPL58,RPL04,PIRE,24.8
RPL58,RPL04,PIRE,19.4
RPL58,RPL04,PIRE,19.1
RPL58,RPL04,PIRE,22.5
RPL58,RPL04,PIRE,24.3
RPL58,RPL04,PIRE,16.7
RPL58,RPL04,PIRE,21.1
RPL58,RPL04,PIRE,17
RPL58,RPL04,PIRE,10
RPL58,RPL04,PIRE,19.5
RPL58,RPL04,PIRE,27.2
RPL58,RPL04,PIRE,22.4
RPL58,RPL04,PIRE,21
RPL58,RPL04,PIRE,21.6
RPL58,RPL04,PIRE,9.5
RPL58,RPL04,PIRE,21.7
RPL58,RPL04,PIRE,24.7
RPL58,RPL04,PIRE,21.8
RPL58,RPL04,PIRE,22.7
RPL58,RPL04,PIRE,28.2
RPL58,RPL04,PIRE,20
RPL58,RPL04,PIRE,22.4
RPL58,RPL04,PIRE,9.5
RPL58,RPL04,PIRE,25.5
RPL58,RPL04,PIRE,24.1
RPL58,RPL04,PIRE,23.9
RPL58,RPL04,PIRE,14.2
RPL58,RPL04,PIRE,28.7
RPL58,RPL04,PIRE,21.6
RPL58,RPL04,PIRE,25.3
RPL58,RPL04,PIRE,26.2
RPL58,RPL04,PIRE,29.5
RPL58,RPL04,PIRE,21.5
RPL58,RPL04,PIRE,15.5
RPL58,RPL04,PIRE,21.2
RPL58,RPL04,PIRE,25.3
RPL58,RPL04,PIRE,22.9
RPL58,RPL04,PIRE,24.5
RPL58,RPL04,PIRE,21.9
RPL58,RPL04,PIRE,24.4
RPL58,RPL04,PIRE,20.9
RPL58,RPL04,PIRE,27.4
RPL58,RPL04,PIRE,8.5
RPL58,RPL04,PIRE,7.6
RPL58,RPL04,PIRE,21.4
RPL58,RPL04,PIRE,24.7
RPL58,RPL04,PIRE,22.8
RPL58,RPL04,PIRE,26.3
RPL58,RPL04,PIRE,25.2
RPL58,RPL04,PIRE,25.2
RPL58,RPL04,PIRE,19.9
RPL58,RPL04,PIRE,24.4
RPL58,RPL04,PIRE,25
RPL58,RPL04,PIRE,20.5
RPL58,RPL04,PIRE,20.1
RPL58,RPL04,PIRE,23.2
RPL58,RPL04,PIRE,23.9
RPL58,RPL04,PIRE,21.9
RPL58,RPL04,PIRE,25.7
RPL58,RPL04,PIRE,23.5
RPL58,RPL04,PIRE,23.2
RPL58,RPL04,PIRE,23
RPL58,RPL04,PIRE,23
RPL58,RPL04,PIRE,23.9
RPL58,RPL04,PIRE,22
RPL58,RPL04,PIRE,24.3
RPL58,RPL04,PIRE,26.4
RPL58,RPL04,PIRE,24
RPL58,RPL04,PIRE,25.6
RPL58,RPL04,PIRE,24.6
RPL58,RPL04,PIRE,22.9
RPL58,RPL04,PIRE,20.4
RPL58,RPL04,PIRE,24.1
RPL58,RPL04,PIRE,28.6
RPL58,RPL04,PIRE,26.1
RPL58,RPL04,PIRE,22.5
RPL58,RPL04,PIRE,27.4
RPL58,RPL04,PIRE,22
RPL58,RPL04,PIRE,27
RPL58,RPL04,PIRE,24.3
RPL58,RPL04,PIRE,24
RPL58,RPL04,PIRE,16.4
RPL58,RPL04,PIRE,18.6
RPL58,RPL04,PIRE,21.7
RPL58,RPL04,PIRE,24.7
RPL58,RPL04,PIRE,25
RPL58,RPL04,PIRE,25.5
RPL58,RPL04,PIRE,24
RPL58,RPL04,PIRE,24
RPL58,RPL04,PIRE,22.5
RPL58,RPL04,PIRE,24.4
RPL58,RPL05,PIRE,20
RPL58,RPL05,PIRE,24.1
RPL58,RPL05,PIRE,23
RPL58,RPL05,PIRE,25
RPL58,RPL05,PIRE,27.7
RPL58,RPL05,PIRE,24.5
RPL58,RPL05,PIRE,18.9
RPL58,RPL05,PIRE,28.4
RPL58,RPL05,PIRE,25.2
RPL58,RPL05,PIRE,29.7
RPL58,RPL05,PIRE,26.2
RPL58,RPL05,PIRE,34.9
RPL58,RPL05,PIRE,24.5
RPL58,RPL05,PIRE,21.7
RPL58,RPL05,PIRE,18.2
RPL58,RPL05,PIRE,25.6
RPL58,RPL05,PIRE,28.5
RPL58,RPL05,PIRE,19.2
RPL58,RPL05,PIRE,26.2
RPL58,RPL05,PIRE,30
RPL58,RPL05,PIRE,22
RPL58,RPL05,PIRE,28.5
RPL58,RPL05,PIRE,26.3
RPL58,RPL05,PIRE,27.4
RPL58,RPL05,PIRE,18.9
RPL58,RPL05,PIRE,23.1
RPL58,RPL05,PIRE,26.9
RPL58,RPL05,PIRE,24.3
RPL58,RPL05,PIRE,21.1
RPL58,RPL05,PIRE,27
RPL58,RPL05,PIRE,22.7
RPL58,RPL05,PIRE,32.4
RPL58,RPL05,PIRE,19.4
RPL58,RPL05,PIRE,29
RPL58,RPL05,PIRE,25
RPL58,RPL05,PIRE,28
RPL58,RPL05,PIRE,26.4
RPL58,RPL05,PIRE,27.5
RPL58,RPL05,PIRE,23.9
RPL58,RPL05,PIRE,25.4
RPL58,RPL05,PIRE,26.3
RPL58,RPL05,PIRE,21.5
RPL58,RPL05,PIRE,20.5
RPL58,RPL05,PIRE,27.6
RPL58,RPL05,PIRE,21.3
RPL58,RPL05,PIRE,26.5
RPL58,RPL05,PIRE,25.9
RPL58,RPL05,PIRE,25.3
RPL58,RPL05,PIRE,25.2
RPL58,RPL05,PIRE,24.8
RPL58,RPL05,PIRE,21.9
RPL58,RPL05,PIRE,21.4
RPL58,RPL05,PIRE,32
RPL58,RPL05,PIRE,24.4
RPL58,RPL05,PIRE,30.2
RPL58,RPL05,PIRE,23.3
RPL58,RPL05,PIRE,25.8
RPL58,RPL05,PIRE,31.5
RPL58,RPL05,PIRE,25.7
RPL58,RPL05,PIRE,23.1
RPL58,RPL05,PIRE,24.5
RPL58,RPL05,PIRE,23.3
RPL58,RPL05,PIRE,18.5
RPL58,RPL05,PIRE,23.3
RPL58,RPL05,PIRE,28.9
RPL58,RPL05,PIRE,27.5
RPL58,RPL05,PIRE,26.3
RPL58,RPL05,PIRE,25.4
RPL58,RPL05,PIRE,31.8
RPL58,RPL05,PIRE,26.7
RPL58,RPL05,PIRE,25
RPL58,RPL05,PIRE,25.8
RPL58,RPL05,PIRE,24.2
RPL58,RPL05,PIRE,25.3
RPL58,RPL05,PIRE,20.4
RPL58,RPL05,PIRE,26.4
RPL58,RPL05,PIRE,21
RPL58,RPL05,PIRE,20.5
RPL58,RPL05,PIRE,22
RPL58,RPL05,PIRE,25.9
RPL58,RPL05,PIRE,21.4
RPL58,RPL05,PIRE,23
RPL58,RPL05,PIRE,25
RPL58,RPL05,PIRE,18
RPL58,RPL05,PIRE,29.3
RPL58,RPL05,PIRE,27
RPL58,RPL05,PIRE,25
RPL58,RPL05,PIRE,32
RPL58,RPL05,PIRE,30.7
RPL58,RPL05,PIRE,30.8
RPL58,RPL05,PIRE,23.4
RPL58,RPL05,PIRE,25
RPL58,RPL05,PIRE,25.3
RPL58,RPL06,PIRE,26.6
RPL58,RPL06,PIRE,22
RPL58,RPL06,PIRE,27.2
RPL58,RPL06,PIRE,21.2
RPL58,RPL06,PIRE,21.3
RPL58,RPL06,PIRE,26.2
RPL58,RPL06,PIRE,30.4
RPL58,RPL06,PIRE,29.5
RPL58,RPL06,PIRE,12.7
RPL58,RPL06,PIRE,28.2
RPL58,RPL06,PIRE,24.7
RPL58,RPL06,PIRE,7.8
RPL58,RPL06,PIRE,17.3
RPL58,RPL06,PIRE,29.9
RPL58,RPL06,PIRE,25.6
RPL58,RPL06,PIRE,22.5
RPL58,RPL06,PIRE,9.5
RPL58,RPL06,PIRE,26.5
RPL58,RPL06,PIRE,20.7
RPL58,RPL06,PIRE,27
RPL58,RPL06,PIRE,28.8
RPL58,RPL06,PIRE,28.2
RPL58,RPL06,PIRE,25.6
RPL58,RPL06,PIRE,26.7
RPL58,RPL06,PIRE,19
RPL58,RPL06,PIRE,29
RPL58,RPL06,PIRE,20.6
RPL58,RPL06,PIRE,25.6
RPL58,RPL06,PIRE,24.9
RPL58,RPL06,PIRE,30.5
RPL58,RPL06,PIRE,29.7
RPL58,RPL06,PIRE,29.4
RPL58,RPL06,PIRE,25.7
RPL58,RPL06,PIRE,28.5
RPL58,RPL06,PIRE,30.5
RPL58,RPL06,PIRE,27.8
RPL58,RPL06,PIRE,22
RPL58,RPL06,PIRE,10.6
RPL58,RPL06,PIRE,25.1
RPL58,RPL06,PIRE,27.9
RPL58,RPL06,PIRE,27.6
RPL58,RPL06,PIRE,25.7
RPL58,RPL06,PIRE,23.8
RPL58,RPL06,PIRE,24
RPL58,RPL06,PIRE,28.7
RPL58,RPL06,PIRE,28.2
RPL58,RPL06,PIRE,29
RPL58,RPL06,PIRE,30
RPL58,RPL06,PIRE,12.4
RPL58,RPL06,PIRE,28.5
RPL58,RPL06,PIRE,28.9
RPL58,RPL06,PIRE,27
RPL58,RPL06,PIRE,29.6
RPL58,RPL06,PIRE,7.5
RPL58,RPL06,PIRE,27.2
RPL58,RPL06,PIRE,27.2
RPL58,RPL06,PIRE,22.7
RPL58,RPL06,PIRE,22.4
RPL58,RPL06,PIRE,25.5
RPL58,RPL06,PIRE,23.6
RPL58,RPL06,PIRE,27
RPL65,RPL13,PIRE,20.4
RPL65,RPL13,PIRE,27.2
RPL65,RPL13,PIRE,26
RPL65,RPL13,PIRE,27.3
RPL65,RPL13,PIRE,27.5
RPL65,RPL13,PIRE,22.4
RPL65,RPL13,PIRE,25.1
RPL65,RPL13,PIRE,24.7
RPL65,RPL13,PIRE,29.6
RPL65,RPL13,PIRE,25
RPL65,RPL13,PIRE,9
RPL65,RPL13,PIRE,24.8
RPL65,RPL13,PIRE,27.4
RPL65,RPL13,PIRE,15.4
RPL65,RPL13,PIRE,21
RPL65,RPL13,PIRE,25.4
RPL65,RPL13,PIRE,27.1
RPL65,RPL13,PIRE,16.2
RPL65,RPL13,PIRE,23
RPL65,RPL13,PIRE,18.6
RPL65,RPL13,PIRE,20.4
RPL65,RPL13,PIRE,11.7
RPL65,RPL13,PIRE,17.9
RPL65,RPL13,PIRE,26.2
RPL65,RPL13,PIRE,25.2
RPL65,RPL13,PIRE,20.2
RPL65,RPL13,PIRE,20
RPL65,RPL13,PIRE,19.4
