stand,plot,tag,species,status,dbh17
BP80,BP80#3,3376,POGR,C,11.2
BP80,BP80#3,3354,POGR,C,11.3
BP80,BP80#3,3404,POGR,C,11.3
BP80,BP80#3,3841,POGR,C,11.3
BP80,BP80#3,3333,POGR,C,11.4
BP80,BP80#3,3364,POGR,C,11.4
BP80,BP80#3,3504,POGR,C,11.4
BP80,BP80#3,3804,POGR,C,11.4
BP80,BP80#3,3869,POGR,C,11.4
BP80,BP80#3,3321,POGR,C,11.5
BP80,BP80#3,3386,POGR,C,11.5
BP80,BP80#3,3852,POGR,C,11.5
BP80,BP80#3,3853,POGR,C,11.5
BP80,BP80#3,3861,POGR,C,11.5
BP80,BP80#3,3815,ACRU,C,15.4
BP80,BP80#3,3859,POGR,C,11.6
BP80,BP80#3,3391,POGR,C,11.7
BP80,BP80#3,3408,POGR,C,11.7
BP80,BP80#3,3379,POGR,C,11.8
BP80,BP80#3,3411,POGR,C,11.8
BP80,BP80#3,3839,POGR,C,11.8
BP80,BP80#3,3827,POGR,C,12
BP80,BP80#3,3395,POGR,C,12.2
BP80,BP80#3,3844,POGR,C,12.2
BP80,BP80#3,3316,POGR,C,12.3
BP80,BP80#3,3409,POGR,C,12.3
BP80,BP80#3,3813,POGR,C,12.3
BP80,BP80#3,3318,POGR,C,12.4
BP80,BP80#3,3809,POGR,C,12.4
BP80,BP80#3,3819,POGR,C,12.4
BP80,BP80#3,3383,POGR,C,12.5
BP80,BP80#3,3402,POGR,C,12.5
BP80,BP80#3,3329,POGR,C,12.6
BP80,BP80#3,3814,POGR,C,12.6
BP80,BP80#3,3849,POGR,C,12.6
BP80,BP80#3,3360,POGR,C,12.7
BP80,BP80#3,3387,POGR,C,12.7
BP80,BP80#3,3848,POGR,C,12.7
BP80,BP80#3,3855,POGR,C,12.7
BP80,BP80#3,3867,POGR,C,12.7
BP80,BP80#3,3845,POGR,C,12.8
BP80,BP80#3,3394,POGR,C,13
BP80,BP80#3,3820,POGR,C,13
BP80,BP80#3,3357,POGR,C,13.2
BP80,BP80#3,3100,POGR,C,13.3
BP80,BP80#3,3824,POGR,C,13.3
BP80,BP80#3,3347,POGR,C,13.4
BP80,BP80#3,3403,POGR,C,13.4
BP80,BP80#3,3858,POGR,C,13.4
BP80,BP80#3,3863,POGR,C,13.4
BP80,BP80#3,NEW_BP80#3_2,POGR,C,13.4
BP80,BP80#3,3846,POGR,C,13.5
BP80,BP80#3,3371,POGR,C,13.7
BP80,BP80#3,3891,POGR,C,13.7
BP80,BP80#3,3847,POGR,C,13.8
BP80,BP80#3,3350,POGR,C,13.9
BP80,BP80#3,3412,POGR,C,13.9
BP80,BP80#3,3398,POGR,C,14
BP80,BP80#3,3834,POGR,C,14
BP80,BP80#3,3353,POGR,C,14.3
BP80,BP80#3,3405,POGR,C,14.5
BP80,BP80#3,3352,POGR,C,14.6
BP80,BP80#3,3413,POGR,C,14.6
BP80,BP80#3,3382,QURU,O,7.9
BP80,BP80#3,3317,POGR,C,15
BP80,BP80#3,3326,POGR,C,15
BP80,BP80#3,3397,POGR,C,15
BP80,BP80#3,3854,POGR,C,15
BP80,BP80#3,3812,POGR,C,15.1
BP80,BP80#3,3322,POGR,C,15.2
BP80,BP80#3,3355,POGR,C,15.2
BP80,BP80#3,3375,POGR,C,15.2
BP80,BP80#3,3803,POGR,C,15.2
BP80,BP80#3,3133,POGR,C,15.5
BP80,BP80#3,3830,POGR,C,15.9
BP80,BP80#3,3840,POGR,C,15.9
BP80,BP80#3,3366,QURU,O,10.5
BP80,BP80#3,3328,POGR,C,16
BP80,BP80#3,3808,POGR,C,16
BP80,BP80#3,3810,POGR,C,16.2
BP80,BP80#3,3825,POGR,C,16.3
BP80,BP80#3,3399,QURU,C,11.3
BP80,BP80#3,3323,POGR,C,16.4
BP80,BP80#3,3380,POGR,C,16.4
BP80,BP80#3,3842,POGR,C,16.4
BP80,BP80#3,3327,POGR,C,16.5
BP80,BP80#3,3367,POGR,C,16.5
BP80,BP80#3,3807,QURU,C,11.6
BP80,BP80#3,3377,POGR,C,16.9
BP80,BP80#3,3838,POGR,C,16.9
BP80,BP80#3,3806,QURU,C,12.7
BP80,BP80#3,3343,POGR,C,17.4
BP80,BP80#3,3811,POGR,C,17.4
BP80,BP80#3,3319,POGR,C,17.5
BP80,BP80#3,3392,POGR,D,18
BP80,BP80#3,3837,POGR,C,18
BP80,BP80#3,3356,POGR,C,18.6
BP80,BP80#3,3400,QURU,D,19.4
BP98,BP98#1,NEW_BP98#1_10,POGR,C,8
BP98,BP98#1,NEW_BP98#1_15,POGR,C,8.1
BP98,BP98#1,NEW_BP98#1_13,POGR,C,8.2
BP98,BP98#1,NEW_BP98#1_16,POGR,C,8.2
BP98,BP98#1,NEW_BP98#1_6,POGR,C,8.3
BP98,BP98#1,NEW_BP98#1_5,POGR,C,8.5
BP98,BP98#1,NEW_BP98#1_1,POGR,C,8.6
BP98,BP98#1,NEW_BP98#1_3,POGR,C,8.6
BP98,BP98#1,NEW_BP98#1_18,POGR,C,8.7
BP98,BP98#1,NEW_BP98#1_11,POGR,C,8.8
BP98,BP98#1,NEW_BP98#1_12,POGR,C,8.8
BP98,BP98#1,NEW_BP98#1_4,POGR,C,8.8
BP98,BP98#1,NEW_BP98#1_19,POGR,C,8.9
BP98,BP98#1,NEW_BP98#1_2,POGR,C,8.9
BP98,BP98#1,NEW_BP98#1_14,POGR,D,9
BP98,BP98#1,592,POGR,D,9.2
BP98,BP98#1,2729,POGR,C,9.4
BP98,BP98#1,3503,POGR,C,9.4
BP98,BP98#1,586,POGR,C,9.5
BP98,BP98#1,2713,POGR,C,9.5
BP98,BP98#1,NEW_BP98#1_8,POGR,C,9.5
BP98,BP98#1,579,POGR,D,9.6
BP98,BP98#1,591,POGR,D,9.6
BP98,BP98#1,583,ACRU,C,8
BP98,BP98#1,NEW_BP98#1_9,ACRU,C,8.2
BP98,BP98#1,585,POGR,C,9.9
BP98,BP98#1,NEW_BP98#1_7,ACRU,C,8.5
BP98,BP98#1,NEW_BP98#1_17,ACRU,C,8.6
BP98,BP98#1,2710,POGR,C,10
BP98,BP98#1,581,POGR,D,10.1
BP98,BP98#1,582,POGR,C,10.1
BP98,BP98#1,588,POGR,D,10.1
BP98,BP98#1,574,POGR,D,10.5
BP98,BP98#1,2711,POGR,D,10.6
BP98,BP98#1,3502,POGR,D,10.6
BP98,BP98#1,589,POGR,C,10.9
BP98,BP98#1,2712,POGR,D,10.9
BP98,BP98#1,587,POGR,C,11.2
BP98,BP98#1,3501,POGR,D,11.2
BP98,BP98#1,575,POGR,D,11.8
BP98,BP98#1,2751,POGR,D,12.2
BP98,BP98#1,2728,POGR,D,12.9
BP98,BP98#1,576,QURU,C,10.2
BP98,BP98#1,2730,QURU,C,12.4
BP98,BP98#2,4282,POGR,C,8
BP98,BP98#2,NEW_BP98#2_14,POGR,C,8
BP98,BP98#2,NEW_BP98#2_16,POGR,C,8
BP98,BP98#2,NEW_BP98#2_21,POGR,C,8
BP98,BP98#2,NEW_BP98#2_25,POGR,C,8
BP98,BP98#2,NEW_BP98#2_30,POGR,C,8
BP98,BP98#2,NEW_BP98#2_44,POGR,C,8
BP98,BP98#2,NEW_BP98#2_48,POGR,C,8
BP98,BP98#2,NEW_BP98#2_50,POGR,C,8
BP98,BP98#2,NEW_BP98#2_12,POGR,C,8.1
BP98,BP98#2,NEW_BP98#2_22,POGR,C,8.1
BP98,BP98#2,NEW_BP98#2_26,POGR,C,8.1
BP98,BP98#2,NEW_BP98#2_33,POGR,C,8.1
BP98,BP98#2,NEW_BP98#2_34,POGR,C,8.1
BP98,BP98#2,NEW_BP98#2_35,POGR,C,8.1
BP98,BP98#2,NEW_BP98#2_36,POGR,C,8.1
BP98,BP98#2,NEW_BP98#2_37,POGR,C,8.1
BP98,BP98#2,NEW_BP98#2_45,POGR,C,8.1
BP98,BP98#2,NEW_BP98#2_51,POGR,C,8.1
BP98,BP98#2,NEW_BP98#2_53,POGR,C,8.1
BP98,BP98#2,NEW_BP98#2_17,POGR,C,8.2
BP98,BP98#2,NEW_BP98#2_20,POGR,C,8.2
BP98,BP98#2,NEW_BP98#2_27,POGR,C,8.2
BP98,BP98#2,NEW_BP98#2_32,POGR,C,8.2
BP98,BP98#2,NEW_BP98#2_10,POGR,C,8.4
BP98,BP98#2,NEW_BP98#2_15,POGR,C,8.4
BP98,BP98#2,NEW_BP98#2_38,POGR,C,8.4
BP98,BP98#2,NEW_BP98#2_4,POGR,C,8.4
BP98,BP98#2,NEW_BP98#2_42,POGR,C,8.4
BP98,BP98#2,NEW_BP98#2_7,POGR,C,8.4
BP98,BP98#2,NEW_BP98#2_8,POGR,C,8.4
BP98,BP98#2,NEW_BP98#2_9,POGR,C,8.4
BP98,BP98#2,NEW_BP98#2_18,POGR,C,8.5
BP98,BP98#2,NEW_BP98#2_19,POGR,C,8.5
BP98,BP98#2,NEW_BP98#2_49,POGR,C,8.5
BP98,BP98#2,NEW_BP98#2_56,POGR,C,8.5
BP98,BP98#2,NEW_BP98#2_58,POGR,C,8.5
BP98,BP98#2,NEW_BP98#2_11,POGR,C,8.6
BP98,BP98#2,NEW_BP98#2_2,POGR,C,8.6
BP98,BP98#2,NEW_BP98#2_23,POGR,C,8.6
BP98,BP98#2,NEW_BP98#2_24,POGR,C,8.6
BP98,BP98#2,NEW_BP98#2_41,POGR,C,8.6
BP98,BP98#2,NEW_BP98#2_47,POGR,C,8.6
BP98,BP98#2,NEW_BP98#2_55,POGR,C,8.6
BP98,BP98#2,NEW_BP98#2_57,POGR,C,8.6
BP98,BP98#2,549,POGR,C,8.7
BP98,BP98#2,570,POGR,C,8.7
BP98,BP98#2,4260,POGR,C,8.7
BP98,BP98#2,4276,POGR,C,8.7
BP98,BP98#2,NEW_BP98#2_1,POGR,C,8.7
BP98,BP98#2,NEW_BP98#2_28,POGR,C,8.7
BP98,BP98#2,NEW_BP98#2_52,POGR,C,8.7
BP98,BP98#2,513,POGR,C,8.8
BP98,BP98#2,4257,POGR,C,8.8
BP98,BP98#2,4272,POGR,C,8.8
BP98,BP98#2,NEW_BP98#2_31,POGR,C,8.8
BP98,BP98#2,527,POGR,C,8.9
BP98,BP98#2,3136,POGR,C,8.9
BP98,BP98#2,4258,POGR,C,8.9
BP98,BP98#2,4261,POGR,C,8.9
BP98,BP98#2,4284,POGR,C,8.9
BP98,BP98#2,NEW_BP98#2_6,POGR,C,8.9
BP98,BP98#2,515,POGR,C,9
BP98,BP98#2,517,POGR,C,9
BP98,BP98#2,571,POGR,C,9
BP98,BP98#2,593,POGR,C,9
BP98,BP98#2,3137,POGR,C,9
BP98,BP98#2,3138,POGR,D,9
BP98,BP98#2,4248,POGR,C,9
BP98,BP98#2,4253,POGR,C,9
BP98,BP98#2,4267,POGR,C,9
BP98,BP98#2,4280,POGR,C,9
BP98,BP98#2,NEW_BP98#2_43,POGR,C,9
BP98,BP98#2,NEW_BP98#2_5,POGR,C,9
BP98,BP98#2,512,POGR,C,9.1
BP98,BP98#2,528,POGR,C,9.1
BP98,BP98#2,550,POGR,C,9.1
BP98,BP98#2,4270,POGR,C,9.1
BP98,BP98#2,4294,POGR,C,9.1
BP98,BP98#2,NEW_BP98#2_46,POGR,C,9.1
BP98,BP98#2,521,POGR,C,9.2
BP98,BP98#2,551,POGR,C,9.2
BP98,BP98#2,554,POGR,C,9.2
BP98,BP98#2,561,POGR,C,9.2
BP98,BP98#2,3143,POGR,C,9.2
BP98,BP98#2,4255,POGR,C,9.2
BP98,BP98#2,4283,POGR,C,9.2
BP98,BP98#2,4298,POGR,C,9.2
BP98,BP98#2,560,POGR,C,9.3
BP98,BP98#2,567,POGR,C,9.3
BP98,BP98#2,4244,POGR,C,9.3
BP98,BP98#2,4285,POGR,C,9.3
BP98,BP98#2,555,POGR,C,9.5
BP98,BP98#2,572,POGR,C,9.5
BP98,BP98#2,590,POGR,C,9.5
BP98,BP98#2,4264,POGR,C,9.5
BP98,BP98#2,566,POGR,C,9.6
BP98,BP98#2,4277,POGR,C,9.6
BP98,BP98#2,NEW_BP98#2_13,POGR,C,9.6
BP98,BP98#2,553,POGR,C,9.7
BP98,BP98#2,577,POGR,C,9.7
BP98,BP98#2,584,POGR,C,9.7
BP98,BP98#2,3139,POGR,C,9.7
BP98,BP98#2,4245,POGR,C,9.7
BP98,BP98#2,4246,POGR,C,9.7
BP98,BP98#2,4259,POGR,C,9.7
BP98,BP98#2,NEW_BP98#2_54,POGR,C,9.7
BP98,BP98#2,518,POGR,C,9.8
BP98,BP98#2,525,POGR,D,9.8
BP98,BP98#2,580,POGR,C,9.8
BP98,BP98#2,4275,POGR,D,9.8
BP98,BP98#2,514,POGR,C,9.9
BP98,BP98#2,522,POGR,C,9.9
BP98,BP98#2,524,POGR,D,9.9
BP98,BP98#2,3145,POGR,D,9.9
BP98,BP98#2,4268,POGR,C,9.9
BP98,BP98#2,4290,POGR,C,9.9
BP98,BP98#2,NEW_BP98#2_39,POGR,C,9.9
BP98,BP98#2,552,POGR,C,10
BP98,BP98#2,3134,POGR,D,10
BP98,BP98#2,4249,POGR,C,10
BP98,BP98#2,4278,POGR,C,10
BP98,BP98#2,520,POGR,C,10.1
BP98,BP98#2,4289,POGR,C,10.1
BP98,BP98#2,3147,POGR,C,10.2
BP98,BP98#2,NEW_BP98#2_3,POGR,C,10.2
BP98,BP98#2,559,POGR,C,10.4
BP98,BP98#2,562,POGR,C,10.4
BP98,BP98#2,4269,POGR,C,10.5
BP98,BP98#2,3140,POGR,D,10.6
BP98,BP98#2,4252,POGR,C,10.6
BP98,BP98#2,4263,POGR,C,10.6
BP98,BP98#2,4279,POGR,C,10.6
BP98,BP98#2,4281,POGR,C,10.6
BP98,BP98#2,4291,POGR,C,10.6
BP98,BP98#2,516,POGR,D,10.9
BP98,BP98#2,568,POGR,C,10.9
BP98,BP98#2,3141,POGR,C,10.9
BP98,BP98#2,4254,POGR,C,10.9
BP98,BP98#2,4262,POGR,C,10.9
BP98,BP98#2,4286,POGR,D,11
BP98,BP98#2,519,POGR,C,11.1
BP98,BP98#2,523,POGR,C,11.3
BP98,BP98#2,4271,POGR,C,11.3
BP98,BP98#2,564,POGR,C,11.4
BP98,BP98#2,565,POGR,C,11.4
BP98,BP98#2,4243,POGR,C,11.4
BP98,BP98#2,4292,POGR,C,11.5
BP98,BP98#2,4293,POGR,C,11.7
BP98,BP98#2,3142,POGR,C,11.9
BP98,BP98#2,4247,POGR,C,11.9
BP98,BP98#2,578,POGR,D,12
BP98,BP98#2,4299,POGR,D,12.1
BP98,BP98#2,3144,POGR,C,12.3
BP98,BP98#2,4265,POGR,C,12.3
BP98,BP98#2,4266,POGR,C,12.3
BP98,BP98#2,563,POGR,C,12.4
BP98,BP98#2,3135,POGR,D,12.5
BP98,BP98#2,569,POGR,C,12.6
BP98,BP98#2,4256,POGR,C,13.2
BP98,BP98#2,4251,POGR,C,13.5
BP98,BP98#2,4273,POGR,D,14.1
BP98,BP98#2,4297,QURU,C,8.4
BP98,BP98#2,NEW_BP98#2_40,QURU,D,8.7
BP98,BP98#2,556,QURU,C,9.1
BP98,BP98#2,4296,QURU,C,9.1
BP98,BP98#2,4287,QURU,C,10.4
BP98,BP98#2,4250,POGR,D,15.9
BP98,BP98#2,558,QURU,C,10.6
BP98,BP98#2,4300,QURU,C,10.7
BP98,BP98#2,557,QURU,C,11
BP98,BP98#2,3146,QURU,D,11.2
BP98,BP98#2,3148,POGR,D,16.4
BP98,BP98#2,4288,QURU,C,12.4
BS40,BS40E,1920,PIRE,O,14.5
BS40,BS40E,1932,PIST,O,8.2
BS40,BS40E,1941,PIST,O,8.3
BS40,BS40E,1915,PIST,O,8.6
BS40,BS40E,1938,PIST,O,10.1
BS40,BS40E,1966,PIST,O,10.9
BS40,BS40E,1937,PIST,O,11.8
BS40,BS40E,1958,PIST,O,12.3
BS40,BS40E,1917,PIST,O,12.8
BS40,BS40E,4353,PIST,O,16.6
BS40,BS40E,1922,PIRE,O,18.8
BS40,BS40E,1926,PIRE,O,20.3
BS40,BS40E,1940,PIRE,O,24.8
BS40,BS40E,4352,PIST,O,30.6
BS40,BS40E,1943,PIRE,C,28.3
BS40,BS40E,1914,ACRU,O,12.4
BS40,BS40E,1933,ACRU,O,12.6
BS40,BS40E,1969,ACRU,O,12.9
BS40,BS40E,1974,ACRU,O,13.9
BS40,BS40E,1986,PIRE,C,30
BS40,BS40E,1945,PIRE,C,30.5
BS40,BS40E,1961,PIRE,C,30.5
BS40,BS40E,1987,PIRE,C,36.7
BS40,BS40E,1954,BEPA,O,17.7
BS40,BS40E,1949,POGR,O,17.8
BS40,BS40E,1964,PIRE,C,41.2
BS40,BS40E,1963,PIRE,C,41.9
BS40,BS40E,1921,POGR,C,19.1
BS40,BS40E,1950,PIRE,C,42.7
BS40,BS40E,1970,PIRE,C,42.7
BS40,BS40E,1972,ACRU,C,26.1
BS40,BS40E,1942,PIRE,C,44.2
BS40,BS40E,1928,PIRE,C,44.5
BS40,BS40E,1924,PIRE,C,44.9
BS40,BS40E,1948,PIRE,C,45.9
BS40,BS40E,1967,QURU,O,11.7
BS40,BS40E,1936,PIRE,C,46.8
BS40,BS40E,1944,PIRE,C,48
BS40,BS40E,1959,PIRE,C,49.5
BS40,BS40E,1965,PIRE,C,50.8
BS40,BS40E,1934,PIRE,C,53.7
BS40,BS40E,1973,ACRU,C,31.9
BS40,BS40E,1971,POGR,C,23.6
BS40,BS40E,1953,BEPA,O,23.7
BS40,BS40E,1919,POGR,C,26.6
BS40,BS40E,1956,BEPA,O,27.3
BS40,BS40E,1962,POGR,C,28.2
BS40,BS40E,1925,BEPA,O,28.5
BS40,BS40E,1957,POGR,C,28.5
BS40,BS40E,1927,POGR,C,31
BS40,BS40E,4354,POGR,C,32.8
BS40,BS40E,1968,POGR,C,35.6
BS40,BS40E,1929,POGR,C,42.1
BS40,BS40E,1931,PIRE,O,8.9
BS40,BS40E,1916,PIRE,O,10.6
BS40,BS40E,1918,PIRE,O,11.2
BS40,BS40E,1951,PIRE,O,11.2
BS40,BS40E,1939,PIRE,O,12
BS40,BS40E,1930,PIRE,O,12.1
BS40,BS40E,1952,PIRE,O,12.3
BS40,BS40E,1935,PIRE,O,12.4
BS40,BS40F,1066,PIST,O,9
BS40,BS40F,1052,PIST,O,10.1
BS40,BS40F,1061,PIST,O,10.2
BS40,BS40F,1079,PIST,O,10.7
BS40,BS40F,1062,PIST,O,12.4
BS40,BS40F,1040,PIST,O,13
BS40,BS40F,1076,PIST,O,14.1
BS40,BS40F,1082,PIST,O,14.2
BS40,BS40F,1060,PIST,O,14.4
BS40,BS40F,1057,PIST,O,15
BS40,BS40F,1023,PIRE,O,16.4
BS40,BS40F,1069,PIST,O,16.3
BS40,BS40F,1030,PIRE,O,16.8
BS40,BS40F,1031,PIST,O,19.8
BS40,BS40F,1073,PIST,O,21.6
BS40,BS40F,1063,BEPA,O,13.5
BS40,BS40F,1035,PIRE,O,22.4
BS40,BS40F,1058,PIRE,C,26.2
BS40,BS40F,1047,ACRU,O,9.6
BS40,BS40F,1048,ACRU,O,9.7
BS40,BS40F,1078,ACRU,O,10.1
BS40,BS40F,1017,ACRU,O,10.6
BS40,BS40F,1026,ACRU,O,10.7
BS40,BS40F,1046,PIRE,O,27.5
BS40,BS40F,1044,ACRU,O,13.5
BS40,BS40F,1059,ACRU,O,13.8
BS40,BS40F,1038,PIRE,O,30.2
BS40,BS40F,1036,PIST,C,34.1
BS40,BS40F,1055,PIRE,C,36.6
BS40,BS40F,1053,PIRE,C,36.8
BS40,BS40F,1025,ACRU,O,22.4
BS40,BS40F,1020,PIRE,C,39.4
BS40,BS40F,1075,PIRE,C,42.1
BS40,BS40F,1018,PIRE,C,42.8
BS40,BS40F,1022,PIRE,C,43.9
BS40,BS40F,1074,PIRE,C,45.5
BS40,BS40F,1054,PIRE,C,45.9
BS40,BS40F,1065,PIRE,C,46.6
BS40,BS40F,1019,PIRE,C,46.8
BS40,BS40F,1056,PIRE,C,47.1
BS40,BS40F,1050,PIRE,C,47.7
BS40,BS40F,1071,PIRE,C,47.7
BS40,BS40F,1067,PIRE,C,48.6
BS40,BS40F,1064,PIRE,C,51.1
BS40,BS40F,1041,PIRE,C,52.8
BS40,BS40F,1051,QURU,O,15.7
BS40,BS40F,1080,PIRE,C,54.4
BS40,BS40F,1045,PIST,C,41.7
BS40,BS40F,1083,PIRE,C,55.2
BS40,BS40F,1077,PIRE,C,56.9
BS40,BS40F,1021,POGR,C,23.8
BS40,BS40F,1072,PIST,C,45.6
BS40,BS40F,1033,POGR,C,28.7
BS40,BS40F,1028,POGR,C,32.7
BS40,BS40F,1032,POGR,C,34.2
BS40,BS40F,1037,POGR,C,34.7
BS40,BS40F,1029,POGR,C,40.7
BS40,BS40F,1042,POGR,C,43.9
BS40,BS40F,1024,POGR,C,50.3
BS40,BS40F,1049,PIST,D,67.4
BS40,BS40F,1016,PIRE,O,10.2
BS40,BS40F,1081,PIRE,O,12
BS40,BS40X,2973,PIRE,O,12.9
BS40,BS40X,2950,PIRE,O,13.6
BS40,BS40X,2983,PIRE,C,14.2
BS40,BS40X,3904,PIRE,O,14.2
BS40,BS40X,2992,PIRE,O,14.3
BS40,BS40X,2975,PIST,O,8.7
BS40,BS40X,2969,PIST,O,9.1
BS40,BS40X,2970,PIST,O,9.4
BS40,BS40X,2976,PIRE,O,15.3
BS40,BS40X,4351,PIST,O,12.5
BS40,BS40X,2951,PIRE,O,15.7
BS40,BS40X,2958,PIRE,O,16.1
BS40,BS40X,2931,PIST,C,17.6
BS40,BS40X,2997,PIST,O,19.6
BS40,BS40X,2955,PIRE,O,18.8
BS40,BS40X,2956,PIRE,O,19.6
BS40,BS40X,2954,PIRE,O,20.3
BS40,BS40X,2927,PIRE,O,22.6
BS40,BS40X,2987,PIRE,O,25
BS40,BS40X,2972,PIRE,C,25.7
BS40,BS40X,2990,PIRE,O,26.3
BS40,BS40X,2933,ACRU,O,11.2
BS40,BS40X,2993,PIRE,C,29.3
BS40,BS40X,2959,PIRE,C,29.7
BS40,BS40X,2977,PIRE,C,31.2
BS40,BS40X,2909,PIRE,C,31.5
BS40,BS40X,2929,PIRE,C,32.5
BS40,BS40X,2964,PIRE,C,32.5
BS40,BS40X,2985,PIRE,C,32.9
BS40,BS40X,2928,PIRE,C,34.6
BS40,BS40X,2971,PIRE,C,35
BS40,BS40X,2984,PIRE,C,35.6
BS40,BS40X,2901,PIRE,C,38.6
BS40,BS40X,2974,PIRE,C,41.2
BS40,BS40X,2943,PIRE,C,42.1
BS40,BS40X,2902,PIRE,C,42.3
BS40,BS40X,2991,PIRE,C,44.3
BS40,BS40X,2935,PIRE,C,46.9
BS40,BS40X,2921,PIRE,C,47.7
BS40,BS40X,2960,PIRE,C,48.1
BS40,BS40X,2925,PIRE,C,48.4
BS40,BS40X,2949,PIRE,C,52.3
BS40,BS40X,2948,PIRE,C,56.4
BS40,BS40X,2938,PIRE,C,56.7
BS40,BS40X,2940,POGR,O,22.9
BS40,BS40X,2944,POGR,C,24.5
BS40,BS40X,2989,POGR,C,29.1
BS40,BS40X,2996,POGR,C,29.9
BS40,BS40X,2942,POGR,C,30.7
BS40,BS40X,2995,POGR,C,30.9
BS40,BS40X,2952,POGR,C,31.9
BS40,BS40X,2945,POGR,C,32.3
BS40,BS40X,2963,POGR,C,35.6
BS40,BS40X,2994,PIST,D,52.1
BS40,BS40X,2981,QURU,C,37.2
BS40,BS40X,2934,QURU,C,40.6
BS40,BS40X,2982,PIRE,O,7.9
BS40,BS40X,2946,PIRE,O,8.9
BS40,BS40X,2979,PIRE,O,10.8
BS40,BS40X,2961,PIRE,O,11.8
BS40,BS40X,2936,PIRE,O,12.1
BS40,BS40X,2986,PIRE,O,12.1
BS42,BS42A,3154,TSCA,O,13
BS42,BS42A,NEW_BS42A_1,PIST,,8.2
BS42,BS42A,338,PIRE,O,14.7
BS42,BS42A,362,PIRE,C,15.5
BS42,BS42A,756,PIRE,O,15.7
BS42,BS42A,865,PIRE,O,15.8
BS42,BS42A,913,PIRE,C,16.1
BS42,BS42A,3168,PIST,O,17.2
BS42,BS42A,740,PIRE,C,17.6
BS42,BS42A,915,PIRE,O,18
BS42,BS42A,4378,THOC,O,16.7
BS42,BS42A,899,TSCA,O,17.5
BS42,BS42A,3161,PIST,C,25.8
BS42,BS42A,818,PIRE,C,25.4
BS42,BS42A,296,PIRE,C,26
BS42,BS42A,4355,PIRE,C,26.3
BS42,BS42A,3158,PIRE,C,26.7
BS42,BS42A,2701,PIRE,C,26.9
BS42,BS42A,3160,PIRE,C,27.8
BS42,BS42A,868,PIRE,C,29
BS42,BS42A,898,PIRE,C,29.3
BS42,BS42A,375,ACRU,O,14.5
BS42,BS42A,753,PIRE,C,30.2
BS42,BS42A,755,PIRE,C,30.4
BS42,BS42A,3159,PIRE,C,30.8
BS42,BS42A,2707,PIRE,C,31
BS42,BS42A,3163,PIRE,C,31.7
BS42,BS42A,230,PIRE,C,31.8
BS42,BS42A,961,PIRE,C,34
BS42,BS42A,2709,PIRE,C,35.2
BS42,BS42A,962,PIRE,C,35.4
BS42,BS42A,305,PIRE,C,35.8
BS42,BS42A,281,PIRE,C,37.1
BS42,BS42A,897,PIRE,C,37.1
BS42,BS42A,3162,PIRE,C,37.6
BS42,BS42A,867,PIRE,C,37.7
BS42,BS42A,980,PIRE,C,37.7
BS42,BS42A,804,PIRE,C,38.7
BS42,BS42A,224,PIRE,C,38.8
BS42,BS42A,366,PIRE,C,38.8
BS42,BS42A,400,PIRE,C,39.7
BS42,BS42A,3165,PIRE,C,42
BS42,BS42A,2705,PIRE,C,42.1
BS42,BS42A,866,PIRE,C,42.2
BS42,BS42A,3156,BEPA,O,19.5
BS42,BS42A,290,PIRE,C,44.9
BS42,BS42A,2706,PIRE,C,46.1
BS42,BS42A,2714,PIRE,C,46.3
BS42,BS42A,3155,PIRE,C,47.1
BS42,BS42A,801,PIRE,C,47.3
BS42,BS42A,265,PIRE,C,48.1
BS42,BS42A,817,PIRE,C,48.6
BS42,BS42A,2703,PIRE,C,49.3
BS42,BS42A,2715,PIRE,C,49.4
BS42,BS42A,914,PIRE,C,51.6
BS42,BS42A,250,PIRE,C,56.6
BS42,BS42A,3166,PIST,C,42.2
BS42,BS42A,3157,BEPA,O,24.1
BS42,BS42A,820,PIST,C,46
BS42,BS42A,2716,PIRE,O,8.7
BS42,BS42A,3153,TSCA,O,9.7
BS42,BS42A,2750,PIRE,O,10.7
BS42,BS42A,2704,PIRE,O,10.8
BS42,BS42A,739,PIRE,O,12
BS42,BS42B,2755,PIST,O,9.8
BS42,BS42B,2775,PIRE,C,15.1
BS42,BS42B,2747,PIRE,C,16.7
BS42,BS42B,2737,PIRE,O,18.9
BS42,BS42B,2779,PIRE,C,20
BS42,BS42B,2753,PIRE,C,21.7
BS42,BS42B,2768,PIRE,C,21.8
BS42,BS42B,2758,PIRE,C,22.1
BS42,BS42B,2766,PIRE,C,23.3
BS42,BS42B,2718,PIGL,O,18.5
BS42,BS42B,2762,PIRE,C,24.2
BS42,BS42B,2736,PIRE,C,24.8
BS42,BS42B,2793,PIRE,C,27.9
BS42,BS42B,2748,PIRE,C,28.4
BS42,BS42B,2792,PIRE,C,28.6
BS42,BS42B,2735,PIRE,C,28.9
BS42,BS42B,2782,PIRE,C,28.9
BS42,BS42B,2794,PIRE,C,29.3
BS42,BS42B,2722,PIRE,C,29.5
BS42,BS42B,2744,PIRE,C,29.5
BS42,BS42B,2752,PIRE,C,29.5
BS42,BS42B,2757,PIRE,C,29.9
BS42,BS42B,2733,PIRE,C,30
BS42,BS42B,2724,PIRE,C,30.1
BS42,BS42B,2761,PIRE,C,30.2
