"","plot","mean.height","height.2","mean.height.var","mean.height.rms","transect.length","mode.el","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","mean.peak.vai","deep.gaps","deep.gap.fraction","porosity","std.std","mean.std","rugosity","top.rugosity","plot","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index","enl"
"1","RPLmid3EW.CSV",16.4190830013921,2.27109844715761,5.15788815668172,16.5715185652784,40,15.625,4.5037242825253,4.09932764968686,21.08,19.796875,3.37051996299387,1.09096755230653,0,0,0.644318181818182,186.233031094678,7.04648723303256,11.6867467145219,0.746516978613999,"RPLmid3EW.CSV",15.3090399743754,4.08629528250501,26.5804327375353,73.4195672624647,21.08,531.625,1.575,0.489620312903614,10.1955458424394
