"","plot","mean.height","height.2","mean.height.var","mean.height.rms","transect.length","mode.el","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","mean.peak.vai","deep.gaps","deep.gap.fraction","porosity","std.std","mean.std","rugosity","top.rugosity","plot","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index","enl"
"1","rp60_3.CSV",11.8156161328252,2.54397418251054,6.47180464128015,12.0796851831299,40,11.25,4.77204481220661,4.37797517885457,19.176,16.305575,6.76185328865926,2.67556304021969,0,0,0.5925,162.32324306028,9.86342248466777,8.06449874134963,2.69191496882033,"rp60_3.CSV",9.92912918259412,3.85553397519553,2.68052795189319,97.3194720481068,19.176,490.7,2.6,0.840048019321916,14.1249335459862
