"","plot","mean.height","height.2","mean.height.var","mean.height.rms","transect.length","mode.el","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","mean.peak.vai","deep.gaps","deep.gap.fraction","porosity","std.std","mean.std","rugosity","top.rugosity","plot","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index","enl"
"1","bs_42c.CSV",18.2825541790035,6.06885582865788,36.8310110690348,19.239595190661,40,18.375,6.74234457865809,6.95659620570511,25.545,21.61705,5.62914712724105,2.4888166224542,0,0,0.742592592592593,642.439295447657,14.0635201823303,21.0868844433891,4.85913794164124,"bs_42c.CSV",16.0973218074656,7.5709602347174,13.1102765448959,86.8897234551041,25.545,439.475,2.425,0.749147348495865,12.9671140939597
