"","plot","mean.height","height.2","mean.height.var","mean.height.rms","transect.length","mode.el","max.el","mode.2","max.can.ht","mean.max.ht","mean.vai","mean.peak.vai","deep.gaps","deep.gap.fraction","porosity","std.std","mean.std","rugosity","top.rugosity","plot","mean.return.ht","sd.return.ht","sky.fraction","cover.fraction","max.ht","scan.density","rumple","clumping.index","enl"
"1","ltreb_bp_36_1.CSV",9.75376453008387,3.27392377462947,10.718576882084,10.2755308849886,40,8.825,5.53044720941021,4.65137145477078,19.795,15.203325,6.27154465604281,2.64715442485698,0,0,0.611904761904762,431.575892674759,15.5297935067977,13.7986016070826,3.92484810999591,"ltreb_bp_36_1.CSV",7.49732677873581,4.82223961829575,5.57605576055761,94.4239442394424,19.795,426.95,3.3,0.908230758823976,16.8692063492064
